PassengerId,Survived,Class,Name,SibSp,Parch,Ticket,Fare,Cabin,Age,Hometown,Boarded,Destination,Gender
356,No,3,"Vanden Steen, Mr. Leo Peter",0,0,345783,9.5,unknown,28,"Haaltert, Belgium",Southampton,"New York, New York, US",M
357,Sí,1,"Bowerman, Miss. Elsie Edith",0,1,113505,55.0,E33,22,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US",F
358,No,2,"Funk, Miss. Annie Clemmer",0,0,237671,13.0,unknown,38,"Janjgir-Champa, British India, UK[note 3]",Southampton,"Bally, Pennsylvania, US",F
359,Sí,3,"McGovern, Miss. Mary",0,0,330931,7.88,unknown,22,"Corlough, Cavan, Ireland",Queenstown,"New York, New York, US",F
360,Sí,3,"Mockler, Miss. Helen Mary ""Ellie""",0,0,330980,7.88,unknown,23,"Currafarry, Galway, Ireland",Queenstown,"New York, New York, US",F
361,No,3,"Skoog, Mr. Wilhelm",1,4,347088,27.9,unknown,40,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",M
362,No,2,"del Carlo, Mr. Sebastiano",1,0,SC/PARIS 2167,27.72,unknown,29,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US",M
363,No,3,"Barbara, Mrs. (Catherine David)",0,1,2691,14.45,unknown,45,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",F
364,No,3,"Asim, Mr. Adola",0,0,SOTON/O.Q. 3101310,7.05,unknown,35,"Buenos Aires, Argentina",Southampton,"New York, New York, US",M
365,No,3,"O'Brien, Mr. Thomas",1,0,370365,15.5,unknown,27,"Pallasgreen, Limerick, Ireland",Queenstown,"Chicago, Illinois, US",M
366,No,3,"Adahl, Mr. Mauritz Nils Martin",0,0,C 7076,7.25,unknown,30,"Asarum, Småland, Sweden",Southampton,"Brooklyn, New York, US",M
367,Sí,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,0,110813,75.25,D37,60,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US",F
368,Sí,3,"Moussa, Mrs. (Mantoura Boulos)",0,0,2626,7.23,unknown,35,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",F
369,Sí,3,"Jermyn, Miss. Annie",0,0,14313,7.75,unknown,26,"Ballydehob, Cork, Ireland",Queenstown,"East Lynn, Massachusetts, US",F
370,Sí,1,"Aubart, Mme. Leontine Pauline",0,0,PC 17477,69.3,B35,24,"Paris, France",Cherbourg,"New York, New York, US",F
371,Sí,1,"Harder, Mr. George Achilles",1,0,11765,55.44,E50,25,"New York, New York, US",Cherbourg,"New York, New York, US",M
372,No,3,"Wiklund, Mr. Jakob Alfred",1,0,3101267,6.5,unknown,18,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada",M
373,No,3,"Beavan, Mr. William Thomas",0,0,323951,8.05,unknown,18,"Fillingham, Lincolnshire, England",Southampton,"Russell, US",M
374,No,1,"Ringhini, Mr. Sante",0,0,PC 17760,135.63,unknown,22,"New York, New York, US",Cherbourg,"New York, New York, US",M
375,No,3,"Palsson, Miss. Stina Viola",3,1,349909,21.08,unknown,3,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US",F
376,Sí,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,0,PC 17604,82.17,unknown,25,"New York, New York, US",Cherbourg,"New York, New York, US",F
377,Sí,3,"Landergren, Miss. Aurora Adelia",0,0,C 7077,7.25,unknown,22,"Karlshamn, Blekinge, Sweden",Southampton,"New York, New York, US",F
378,No,1,"Widener, Mr. Harry Elkins",0,2,113503,211.5,C82,27,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",M
379,No,3,"Betros, Mr. Tannous",0,0,2648,4.01,unknown,20,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",M
380,No,3,"Gustafsson, Mr. Karl Gideon",0,0,347069,7.78,unknown,19,"Myren, Synnerby, Västergötland, Sweden",Southampton,"Aberdeen, South Dakota, US",M
381,Sí,1,"Bidois, Miss. Rosalie",0,0,PC 17757,227.52,unknown,46,"New York, New York, US",Cherbourg,"New York, New York, US",F
382,Sí,3,"Nakid, Miss. Maria (""Mary"")",0,2,2653,15.74,unknown,1,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",F
383,No,3,"Tikkanen, Mr. Juho",0,0,STON/O 2. 3101293,7.92,unknown,32,"Pielavesi, Finland",Southampton,"New York, New York, US",M
384,Sí,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0,113789,52.0,unknown,35,"New York, New York, US",Southampton,"New York, New York, US",F
385,No,3,"Plotcharsky, Mr. Vasil",0,0,349227,7.9,unknown,27,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US",M
386,No,2,"Davies, Mr. Charles Henry",0,0,S.O.C. 14879,73.5,unknown,21,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada",M
387,No,3,"Goodwin, Master. Sidney Leonard",5,2,CA 2144,46.9,unknown,1,"Fulham, England",Southampton,"Niagara Falls, New York, US",M
388,Sí,2,"Buss, Miss. Kate",0,0,27849,13.0,unknown,36,"Sittingbourne, Kent, England",Southampton,"San Francisco, US",F
389,No,3,"Sadlier, Mr. Matthew",0,0,367655,7.73,unknown,20,"Mohill, Leitrim, Ireland",Queenstown,"Lakewood Township, New Jersey, US",M
390,Sí,2,"Lehmann, Miss. Bertha",0,0,SC 1748,12.0,unknown,17,"Lotzwil, Switzerland",Cherbourg,"Central City, Iowa, US",F
391,Sí,1,"Carter, Mr. William Ernest",1,2,113760,120.0,B96 B98,36,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",M
392,Sí,3,"Jansson, Mr. Carl Olof",0,0,350034,7.8,unknown,21,"Örebro, Sweden",Southampton,"Swedeburg, Nebraska, US",M
393,No,3,"Gustafsson, Mr. Johan Birger",2,0,3101277,7.92,unknown,28,"Ruotsinpyhtää, Finland",Southampton,"New York, New York, US",M
394,Sí,1,"Newell, Miss. Marjorie",1,0,35273,113.28,D36,23,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",F
395,Sí,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,2,PP 9549,16.7,G6,24,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US",F
396,No,3,"Johansson, Mr. Erik",0,0,350052,7.8,unknown,22,"Frostensmåla, Småland, Sweden",Southampton,"St. Paul, Minnesota, US",M
397,No,3,"Olsson, Miss. Elina",0,0,350407,7.85,unknown,31,"Södra Brantevik, Sweden",Southampton,"St. Paul, Minnesota, US",F
398,No,2,"McKane, Mr. Peter David",0,0,28403,26.0,unknown,46,"Guernsey, Channel Islands",Southampton,"Rochester, New York, US",M
399,No,2,"Pain, Dr. Alfred",0,0,244278,10.5,unknown,23,"Hamilton, Ontario, Canada",Southampton,"Hamilton, Ontario, Canada",M
400,Sí,2,"Trout, Mrs. William H (Jessie L)",0,0,240929,12.65,unknown,26,"Columbus, Ohio, US",Southampton,"Columbus, Ohio, US",F
401,Sí,3,"Niskanen, Mr. Juha",0,0,STON/O 2. 3101289,7.92,unknown,39,"Kivijärvi, Finland",Southampton,"Boston, Massachusetts, US",M
402,No,3,"Adams, Mr. John",0,0,341826,8.05,unknown,26,"Bournemouth, Dorset, England",Southampton,"La Porte City, Iowa, US",M
403,No,3,"Jussila, Miss. Mari Aina",1,0,4137,9.82,unknown,21,"Paavola, Northern Ostrobothnia, Finland",Southampton,"New York, New York, US",F
404,No,3,"Hakkarainen, Mr. Pekka Pietari",1,0,STON/O2. 3101279,15.85,unknown,28,"Helsinki, Finland",Southampton,"Monessen, Pennsylvania, US",M
405,No,3,"Oreskovic, Miss. Marija",0,0,315096,8.66,unknown,20,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",F
406,No,2,"Gale, Mr. Shadrach",1,0,28664,21.0,unknown,33,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US",M
407,No,3,"Widegren, Mr. Carl/Charles Peter",0,0,347064,7.75,unknown,51,"Algutsrum, Kalmar, Sweden",Southampton,"New York, New York, US",M
408,Sí,2,"Richards, Master. William Rowe",1,1,29106,18.75,unknown,3,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",M
409,No,3,"Birkeland, Mr. Hans Martin Monsen",0,0,312992,7.78,unknown,21,"Bremnes, Norway",Southampton,"New York, New York, US",M
410,No,3,"Lefebre, Miss. Ida",3,1,4133,25.47,unknown,3,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",F
411,No,3,"Sdycoff, Mr. Todor",0,0,349222,7.9,unknown,42,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
412,No,3,"Hart, Mr. Henry",0,0,394140,6.86,unknown,27,"Ballysadare, Sligo, Ireland",Queenstown,"Boston, Massachusetts, US",M
413,Sí,1,"Minahan, Miss. Daisy E",1,0,19928,90.0,C78,33,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US",F
414,No,2,"Cunningham, Mr. Alfred Fleming",0,0,239853,0.0,unknown,21,"Belfast, Ireland",Belfast,"New York, New York, US",M
415,Sí,3,"Sundman, Mr. Johan Julian",0,0,STON/O 2. 3101269,7.92,unknown,44,"Munsala, Finland",Southampton,"Cheyenne, Wyoming, US",M
416,No,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,0,343095,8.05,unknown,31,"Penarth, Glamorgan, Wales",Southampton,"New York, New York, US",F
417,Sí,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,1,28220,32.5,unknown,34,"Greenport, New York, US",Southampton,"Greenport, New York, US",F
418,Sí,2,"Silven, Miss. Lyyli Karoliina",0,2,250652,13.0,unknown,17,"Tornio, Finland, Russian Empire[note 6]",Southampton,"Minneapolis, Minnesota, US",F
419,No,2,"Matthews, Mr. William John",0,0,28228,13.0,unknown,30,"St Austell, Cornwall, England",Southampton,"La Salle, Illinois, US",M
420,No,3,"Van Impe, Miss. Catharina",0,2,345773,24.15,unknown,10,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",F
421,No,3,"Gheorgheff, Mr. Stanio",0,0,349254,7.9,unknown,0,"Unknown, Bulgaria",Cherbourg,"Butte, Montana, US",M
422,No,3,"Charters, Mr. David",0,0,A/5. 13032,7.73,unknown,28,"Ballinalee, Longford, Ireland",Queenstown,"New York, New York, US",M
423,No,3,"Zimmerman, Mr. Leo",0,0,315082,7.88,unknown,29,"Todtmoos, Germany",Southampton,"Saskatoon, Saskatchewan, Canada",M
424,No,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,1,347080,14.4,unknown,28,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US",F
425,No,3,"Rosblom, Mr. Viktor Richard",1,1,370129,20.21,unknown,18,"Suistamo, Finland",Southampton,"Astoria, Oregon, US",M
426,No,3,"Wiseman, Mr. Phillippe",0,0,A/4. 34244,7.25,unknown,54,"London, England",Southampton,"Quebec City, Quebec, Canada",M
427,Sí,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,0,2003,26.0,unknown,28,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US",F
428,Sí,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,0,250655,26.0,unknown,19,"Birmingham, Worcester, England",Southampton,"Los Angeles, US",F
429,No,3,"Flynn, Mr. James",0,0,364851,7.75,unknown,28,"Cuilkillew, Mayo, Ireland",Queenstown,"New York, New York, US",M
430,Sí,3,"Pickard, Mr. Berk (Berk Trembisky)",0,0,SOTON/O.Q. 392078,8.05,E10,32,"Warsaw, Poland",Southampton,"San Francisco, US",M
431,Sí,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,0,110564,26.55,C52,28,"Stockholm, Sweden",Southampton,"Washington, DC, US",M
432,Sí,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,0,376564,16.1,unknown,32,"Maidstone, Kent, England",Southampton,"Clinton, New York, US",F
433,Sí,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0,SC/AH 3085,26.0,unknown,42,"Weston-super-Mare, North Somerset, England",Southampton,"New York, New York, US",F
434,No,3,"Kallio, Mr. Nikolai Erland",0,0,STON/O 2. 3101274,7.12,unknown,17,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",M
435,No,1,"Silvey, Mr. William Baird",1,0,13507,55.9,E44,50,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US",M
436,Sí,1,"Carter, Miss. Lucile Polk",1,2,113760,120.0,B96 B98,13,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",F
437,No,3,"Ford, Miss. Doolina Margaret ""Daisy""",2,2,W./C. 6608,34.38,unknown,20,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US",F
438,Sí,2,"Richards, Mrs. Sidney (Emily Hocking)",2,3,29106,18.75,unknown,23,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",F
439,No,1,"Fortune, Mr. Mark",1,4,19950,263.0,C23 C25 C27,64,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",M
440,No,2,"Kvillner, Mr. Johan Henrik Johannesson",0,0,C.A. 18723,10.5,unknown,31,"Trollhättan, Västergötland, Sweden",Southampton,"Arlington, Virginia, US",M
441,Sí,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1,F.C.C. 13529,26.25,unknown,48,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",F
442,No,3,"Hampe, Mr. Leon",0,0,345769,9.5,unknown,19,"Westrozebeke, Belgium",Southampton,"Detroit, Michigan, US",M
443,No,3,"Petterson, Mr. Johan Emil",1,0,347076,7.78,unknown,25,"Västermo, Södermanland, Sweden",Southampton,"Chicago, Illinois, US",M
444,Sí,2,"Reynaldo, Ms. Encarnacion",0,0,230434,13.0,unknown,28,"Marbella, Spain",Southampton,"New York, New York, US",F
445,Sí,3,"Johannesen-Bratthammer, Mr. Bernt",0,0,65306,8.11,unknown,29,"Avaldsnes, Stavanger, Norway",Southampton,"New York, New York, US",M
446,Sí,1,"Dodge, Master. Washington",0,2,33638,81.86,A34,4,"San Francisco, California, US",Southampton,"San Francisco, California, US",M
447,Sí,2,"Mellinger, Miss. Madeleine Violet",0,1,250644,19.5,unknown,13,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",F
448,Sí,1,"Seward, Mr. Frederic Kimber",0,0,113794,26.55,unknown,34,"New York, New York, US",Southampton,"New York, New York, US",M
449,Sí,3,"Baclini, Miss. Marie Catherine",2,1,2666,19.26,unknown,5,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",F
450,Sí,1,"Peuchen, Major. Arthur Godfrey",0,0,113786,30.5,C104,52,"Toronto, Ontario, Canada",Southampton,"Toronto, Ontario, Canada",M
451,No,2,"West, Mr. Edwy Arthur",1,2,C.A. 34651,27.75,unknown,36,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US",M
452,No,3,"Hagland, Mr. Ingvald Olai Olsen",1,0,65303,19.97,unknown,28,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US",M
453,No,1,"Foreman, Mr. Benjamin Laventall",0,0,113051,27.75,C111,30,"New York, New York, US",Southampton,"New York, New York, US",M
454,Sí,1,"Goldenberg, Mr. Samuel L",1,0,17453,89.1,C92,47,"Paris, France",Cherbourg,"New York, New York, US",M
455,No,3,"Peduzzi, Mr. Joseph",0,0,A/5 2817,8.05,unknown,24,"London, England",Southampton,"New York, New York, US",M
456,Sí,3,"Jalsevac, Mr. Ivan",0,0,349240,7.9,unknown,29,"Topolovac, Croatia",Cherbourg,"Galesburg, Illinois, US",M
457,No,1,"Millet, Mr. Francis Davis",0,0,13509,26.55,E38,65,"East Bridgewater, Massachusetts, US",Cherbourg,"East Bridgewater, Massachusetts, US",M
458,Sí,1,"Kenyon, Mrs. Frederick R (Marion)",1,0,17464,51.86,D21,31,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",F
459,Sí,2,"Toomey, Miss. Ellen",0,0,F.C.C. 13531,10.5,unknown,48,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US",F
460,No,3,"O'Connor, Mr. Maurice",0,0,371060,7.75,unknown,16,"Boherbue, Cork, Ireland",Queenstown,"New York, New York, US",M
461,Sí,1,"Anderson, Mr. Harry",0,0,19952,26.55,E12,47,"New York, New York, US",Southampton,"New York, New York, US",M
462,No,3,"Morley, Mr. William",0,0,364506,8.05,unknown,34,"Petworth, West Sussex, England",Southampton,"New York, New York, US",M
463,No,1,"Gee, Mr. Arthur H",0,0,111320,38.5,E63,47,"St Annes-on-Sea, Lancashire, England, UK",Southampton,"Mexico City, Mexico",M
464,No,2,"Milling, Mr. Jacob Christian",0,0,234360,13.0,unknown,48,"Odense, Denmark",Southampton,"Oregon, Wisconsin, US",M
465,No,3,"Maisner, Mr. Simon",0,0,A/S 2816,8.05,unknown,34,"London, England",Southampton,"New York, New York, US",M
466,No,3,"Goncalves, Mr. Manuel Estanslas",0,0,SOTON/O.Q. 3101306,7.05,unknown,37,"Calheta, Madeira, Portugal",Southampton,"New York, New York, US",M
467,No,2,"Campbell, Mr. William",0,0,239853,0.0,unknown,21,"Belfast, Ireland",Belfast,"New York, New York, US",M
468,No,1,"Smart, Mr. John Montgomery",0,0,113792,26.55,unknown,56,"Kildale, North Yorkshire, England, UK",Southampton,"New York, New York, US",M
469,No,3,"Scanlan, Mr. James",0,0,36209,7.72,unknown,22,"Rathkeale, Limerick, Ireland",Queenstown,"New York, New York, US",M
470,Sí,3,"Baclini, Miss. Helene Barbara",2,1,2666,19.26,unknown,0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",F
471,No,3,"Keefe, Mr. Arthur",0,0,323592,7.25,unknown,39,"Rahway, New Jersey, US",Southampton,"Rahway, New Jersey, US",M
472,No,3,"Cacic, Mr. Luka",0,0,315089,8.66,unknown,38,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US",M
473,Sí,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,2,C.A. 34651,27.75,unknown,33,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US",F
474,Sí,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,0,SC/AH Basle 541,13.79,D,23,"New York, New York, US",Southampton,"New York, New York, US",F
475,No,3,"Strandberg, Miss. Ida Sofia",0,0,7553,9.84,unknown,22,"Turku, Finland",Southampton,"New York, New York, US",F
476,No,1,"Clifford, Mr. George Quincy",0,0,110465,52.0,A14,40,"Stoughton, Massachusetts, US",Southampton,"Stoughton, Massachusetts",M
477,No,2,"Renouf, Mr. Peter Henry",1,0,31027,21.0,unknown,33,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US",M
478,No,3,"Braund, Mr. Lewis Richard",1,0,3460,7.05,unknown,29,"Bridgerule, Devon, England",Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",M
479,No,3,"Karlsson, Mr. Nils August",0,0,350060,7.52,unknown,22,"Örebro, Sweden",Southampton,"Palmer, Massachusetts, US",M
480,Sí,3,"Hirvonen, Miss. Hildur E",0,1,3101298,12.29,unknown,2,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US",F
481,No,3,"Goodwin, Master. Harold Victor",5,2,CA 2144,46.9,unknown,10,"Fulham, England",Southampton,"Niagara Falls, New York, US",M
482,No,2,"Frost, Mr. Anthony Wood ""Archie""",0,0,239854,0.0,unknown,37,"Belfast, Northern Ireland, UK",Belfast,"New York, New York, US",M
483,No,3,"Rouse, Mr. Richard Henry",0,0,A/5 3594,8.05,unknown,50,"Sittingbourne, Kent, England",Southampton,"Cleveland, Ohio, US",M
484,Sí,3,"Turkula, Mrs. (Hedwig)",0,0,4134,9.59,unknown,63,"Jalasjärvi, Southern Ostrobothnia, Finland",Southampton,"Hibbing, Minnesota, US",F
485,Sí,1,"Bishop, Mr. Dickinson H",1,0,11967,91.08,B49,25,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",M
486,No,3,"Lefebre, Miss. Jeannie",3,1,4133,25.47,unknown,8,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",F
487,Sí,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,0,19943,90.0,C93,31,"New York, New York, US",Southampton,"Stamford, Connecticut, US",F
488,No,1,"Kent, Mr. Edward Austin",0,0,11771,29.7,B37,58,"Buffalo, New York, US",Cherbourg,"Buffalo, New York, US",M
489,No,3,"Somerton, Mr. Francis William",0,0,A.5. 18509,8.05,unknown,30,"Greatfield, Cheltenham, England",Southampton,"Canastota, New York, US",M
490,Sí,3,"Coutts, Master. Eden Leslie ""Neville""",1,1,C.A. 37671,15.9,unknown,3,"London, England",Southampton,"Brooklyn, New York, US",M
491,No,3,"Hagland, Mr. Konrad Mathias Reiersen",1,0,65304,19.97,unknown,19,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US",M
492,No,3,"Windelov, Mr. Einar",0,0,SOTON/OQ 3101317,7.25,unknown,21,"Cape Town, South Africa",Southampton,"New York, New York, US",M
493,No,1,"Molson, Mr. Harry Markland",0,0,113787,30.5,C30,55,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",M
494,No,1,"Artagaveytia, Mr. Ramon",0,0,PC 17609,49.5,unknown,71,"Buenos Aires, Argentina",Cherbourg,"New York, New York, US",M
495,No,3,"Stanley, Mr. Edward Roland",0,0,A/4 45380,8.05,unknown,21,"Swanage, England",Southampton,"Cleveland, Ohio, US",M
496,No,3,"Yousseff, Mr. Gerious",0,0,2627,14.46,unknown,26,"Hardîne, Lebanon",Cherbourg,"Youngstown, Ohio, US",M
497,Sí,1,"Eustis, Miss. Elizabeth Mussey",1,0,36947,78.27,D20,54,"Brookline, Massachusetts, US",Cherbourg,"Brookline, Massachusetts, US",F
498,No,3,"Shellard, Mr. Frederick William",0,0,C.A. 6212,15.1,unknown,55,"Bristol, Avon, England",Southampton,"Troy, New York, US",M
499,No,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,2,113781,151.55,C22 C26,25,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",F
500,No,3,"Svensson, Mr. Olof",0,0,350035,7.8,unknown,24,"Björkeberga, Skåne, Sweden",Southampton,"New York, New York, US",M
501,No,3,"Calic, Mr. Petar",0,0,315086,8.66,unknown,17,"Brezik, Croatia",Southampton,"Sault Ste. Marie, Michigan, US",M
502,No,3,"Canavan, Miss. Mary",0,0,364846,7.75,unknown,22,"Tonacrick, Clare, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",F
503,No,3,"O'Sullivan, Miss. Bridget Mary",0,0,330909,7.63,unknown,21,"Glenduff, Kerry, Ireland",Queenstown,"New York, New York, US",F
504,No,3,"Laitinen, Miss. Kristina Sofia",0,0,4135,9.59,unknown,37,"Helsinki, Finland",Southampton,"New York, New York, US",F
505,Sí,1,"Maioni, Miss. Roberta",0,0,110152,86.5,B79,20,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",F
506,No,1,"Penasco y Castellana, Mr. Victor de Satode",1,0,PC 17758,108.9,C65,24,"Madrid, Spain",Cherbourg,"New York, New York, US",M
507,Sí,2,"Quick, Mrs. Frederick Charles (Jane Richards)",0,2,26360,26.0,unknown,33,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US",F
508,Sí,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,0,111427,26.55,unknown,37,"Los Angeles, California, US",Southampton,"Los Angeles, California, US",M
509,No,3,"Olsen, Mr. Henry Margido",0,0,C 4001,22.52,unknown,28,"Bergen, Norway",Southampton,"New York, New York, US",M
510,Sí,3,"Lang, Mr. Fang",0,0,1601,56.5,unknown,26,"Hong Kong, China",Southampton,"New York, New York, US",M
511,Sí,3,"Daly, Mr. Eugene Patrick",0,0,382651,7.75,unknown,29,"Athlone, Westmeath, Ireland",Queenstown,"New York, New York, US",M
512,No,3,"Webber, Mr. James",0,0,SOTON/OQ 3101316,8.05,unknown,66,"San Francisco, US",Southampton,"San Francisco, US",M
513,Sí,1,"McGough, Mr. James Robert",0,0,PC 17473,26.29,E25,35,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",M
514,Sí,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,0,PC 17603,59.4,unknown,54,"New York, New York, US",Cherbourg,"New York, New York, US",F
515,No,3,"Coleff, Mr. Satio",0,0,349209,7.5,unknown,24,"Debnevo, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",M
516,No,1,"Walker, Mr. William Anderson",0,0,36967,34.02,D46,48,"East Orange, New Jersey, US",Southampton,"East Orange, New Jersey, US",M
517,Sí,2,"Lemore, Mrs. (Amelia Milley)",0,0,C.A. 34260,10.5,F33,34,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US",F
518,No,3,"Ryan, Mr. Patrick",0,0,371110,24.15,unknown,29,"Askeaton, Limerick, Ireland",Queenstown,"Bronx, New York, US",M
519,Sí,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0,226875,26.0,unknown,36,"Warwick, Warwickshire, England",Southampton,"New York, New York, US",F
520,No,3,"Pavlovic, Mr. Stefo",0,0,349242,7.9,unknown,32,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US",M
521,Sí,1,"Perreault, Miss. Anne",0,0,12749,93.5,B73,33,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",F
522,No,3,"Vovk, Mr. Janko",0,0,349252,7.9,unknown,21,"Jesenice, Slovenia",Southampton,"St. Joseph, Minnesota, US",M
523,No,3,"Lahoud, Mr. Sarkis",0,0,2624,7.22,unknown,30,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",M
524,Sí,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,1,111361,57.98,B18,44,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",F
525,No,3,"Kassem, Mr. Fared",0,0,2700,7.23,unknown,18,"Shana, Lebanon",Cherbourg,"New York, New York, US",M
526,No,3,"Farrell, Mr. James",0,0,367232,7.75,unknown,25,"Killoe, Longford, Ireland",Queenstown,"New York, New York, US",M
527,Sí,2,"Ridsdale, Miss. Lucy",0,0,W./C. 14258,10.5,unknown,50,"London, England",Southampton,"Marietta, Ohio, US",F
528,No,1,"Farthing, Mr. John",0,0,PC 17483,221.78,C95,57,"New York, New York, US",Southampton,"New York, New York, US",M
529,No,3,"Salonen, Mr. Johan Werner",0,0,3101296,7.92,unknown,39,"Aberdeen, Washington, US",Southampton,"Aberdeen, Washington, US",M
530,No,2,"Hocking, Mr. Richard George",2,1,29104,11.5,unknown,23,"Akron, Ohio, US",Southampton,"Akron, Ohio, US",M
531,Sí,2,"Quick, Miss. Phyllis May",1,1,26360,26.0,unknown,2,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US",F
532,No,3,"Toufik, Mr. Nakli",0,0,2641,7.23,unknown,17,"Hardîne, Lebanon",Cherbourg,"New York, New York, US",M
533,No,3,"Elias, Mr. Joseph Jr",1,1,2690,7.23,unknown,15,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",M
